MESSAGE,RESPONSE,GOOGLE
Gia Long – Wikipedia tiếng Việt,"Với việc cắt Trấn Ninh cho Lào, Gia Long là ông vua trao lãnh thổ đất nước cho 
... Nguyễn Ánh sinh ra vào thời kỳ nước Đại Việt bị chia làm hai, lấy ranh giới ở ... 
Tháng 2 năm 1776, Nguyễn Ánh dù còn nhỏ tuổi vẫn được cho giữ chức 
Chưởng sứ coi binh Tả ..... Trần Hưng dẫn quân đánh úp, giết chết Phẩm và 
công chúa.","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Truyện kể Genji – Wikipedia tiếng Việt,"Truyện được sáng tác vào khoảng những năm 1010 thời đại Heian bằng chữ ... 
loại vào thời kỳ trung cổ tiền Phục Hưng: về mặt lịch sử truyện được đánh giá là 
.... Tuy Truyện kể Genji được coi là một tác phẩm văn chương với đề tài và ... 
Murasaki: con gái Hoàng thân Hyobu, cháu Fujitsubo, cháu gái một vị vua trước 
đó.","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Nhà Lý – Wikipedia tiếng Việt,"Khoa thi đầu tiên được mở vào năm 1075, và Trạng nguyên đầu tiên là Lê Văn 
.... mở đầu một vương triều thịnh vượng lâu dài, mở ra thời kỳ phục hưng toàn 
diện của ... Hơn 1 năm sau khi lên ngôi vua, tháng 7 âm lịch năm 1010, Lý Thái 
Tổ tiến ..... tuyển chọn quân lính, biên giới nhiều lần bình định Chiêm Thành, Ai 
Lao.","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Hamlet – Wikipedia tiếng Việt,"Trên sân khấu Anh thời Phục Hưng đã từng diễn nhiều vở kịch cùng tên của 
nhiều tác giả. ... Chàng gặp một cảnh ngộ éo le trong gia đình: vua cha vừa chết 
được hai ... Tình hình trở nên căng thẳng hơn khi Hamlet cho mời một đoàn kịch 
vào ... của nhà vua sơ ý, Hamlet xem trộm tờ chiếu chỉ, đó là mật lệnh giao cho 
vua ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Nho giáo – Wikipedia tiếng Việt,"Tuy nhiên, Nho giáo về cơ bản không được xã hội xem như một tôn giáo bởi Nho 
... Các nhà triết học thời kỳ này như Thiệu Ung, Chu Đôn Di, Trương Tải, Trình 
Hạo, ... Phục hưng Nho giáo trong thế kỷ XXI là phong trào đang lên ở Đông Á, 
..... Nhờ đạo Nho, các triều đình ít phải can thiệp vào đời sống của dân, cho các ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Nhóm sao Bắc Đẩu – Wikipedia tiếng Việt,"Nhóm sao Bắc Đẩu còn hay tên tiếng Trung Quốc đầy đủ Bắc Đẩu thất tinh (北斗
七星) là ... Tại Mỹ chòm Bắc Đẩu có tên gọi khác là Cái Muỗng Lớn (Big dipper).",Chòm sao bắc đẩu còn có tên là gì?
Thảo luận:Nhóm sao Bắc Đẩu – Wikipedia tiếng Việt,"Có người nói sao Bắc Đẩu có 8 ngôi sao, vì trong đó có 1 ngôi sao kép! ... Do đó 
Bắc Thần còn có tên là: Thiên Hoàng Đại Đế, Thiên Cực Tinh: «Thiên Trung ... (
Nơi trung cung trên trời, sao Thiên Cực, một sao sáng trong đó là nơi Thái Nhất ...",Chòm sao bắc đẩu còn có tên là gì?
Nam Đẩu – Wikipedia tiếng Việt,"Sao Nam Đẩu còn gọi là Nam Đẩu tinh hoặc tên tiếng Trung Quốc đầy đủ Nam ... 
cái thùng, thìa và nằm ở hướng Nam, ngược hướng lại với chòm sao Bắc Đẩu. ... 
có 6 vị thần tương ứng với 6 ngôi sao chòm Nam Đẩu này, và gọi chung là ...",Chòm sao bắc đẩu còn có tên là gì?
Đức Mẹ Sao Biển – Wikipedia tiếng Việt,"Đức Mẹ Sao Biển là một tước hiệu cổ xưa dành cho Maria, mẹ của Chúa Giêsu. 
... Stella Maris ""sao biển"" là tên của chòm sao Polaris hay sao Bắc Đẩu (còn 
được ... (nghĩa là yêu), ngữ nguyên Hêbrơ của gốc ""marah"" có nghĩa là ""làm 
chua ra"". ... mà vẫn không bị suy giảm thế nào, Trinh Nữ Maria cũng không bị 
thiệt hại gì, ...",Chòm sao bắc đẩu còn có tên là gì?
Đại Hùng – Wikipedia tiếng Việt,"Chòm sao Đại Hùng 大熊, (tiếng La Tinh: Ursa Major), còn được gọi là Gấu Lớn, 
là một trong 48 ... Trong thiên văn học Trung Quốc gọi 7 ngôi sao sáng nhất này 
là sao Bắc Đẩu. Chòm sao Gấu Lớn gồm 7 ngôi sao có độ sáng gần như đồng 
đều nhau. ... 1 Tên gọi; 2 Thiên thể; 3 Tham khảo; 4 Xem thêm; 5 Liên kết ngoài ...",Chòm sao bắc đẩu còn có tên là gì?
Sao Bắc cực – Wikipedia tiếng Việt,"Sao Bắc cực là tên gọi cho ngôi sao nằm gần thiên cực trên thiên cầu bắc, ... thấy 
sao Bắc cực nằm cách chân trời 30°, thì người quan sát đang có mặt tại vĩ tuyến 
30°. ... Tuy nhiên, chòm sao Nam Thập Tự hay còn gọi là sao Nam Tào, chỉ thẳng 
tới nam cực của thiên cầu. ... Không nên nhầm sao Bắc cực với Sao Bắc Đẩu ...",Chòm sao bắc đẩu còn có tên là gì?
Tử vi đẩu số – Wikipedia tiếng Việt,"Cũng có người cho rằng tên gọi được lấy từ sao Tử Vi (chúa tể các vì sao), một 
ngôi sao ... Thậm chí có người còn lầm lẫn khoa Tử vi với những chuyện truyền 
kỳ hoang đường. ... môn bói này là Trần Đoàn tức Hi Di Lão Tổ, sống vào đời 
Bắc Tống, Trung Quốc. ... Đi sau sao Tử Vi là 5 sao, như vậy chòm sao Tử Vi có 6 
sao.",Chòm sao bắc đẩu còn có tên là gì?
Bắc Đẩu Bội tinh – Wikipedia tiếng Việt,"Bắc Đẩu bội tinh (chữ Hán: 北斗佩星) là tên gọi người Việt đặt cho loại huân 
chương ... nay ít dùng, trong đó tinh"" 星 có nghĩa là ""ngôi sao"", ""bội"" 佩 có nghĩa 
là ""đeo"". ... Sau đó huân chương này còn được trao cho cả những cá nhân là dân 
sự, ...",Chòm sao bắc đẩu còn có tên là gì?
Huyền Vũ – Wikipedia tiếng Việt,"Huyền Vũ (玄武), còn gọi là Chân Võ đại đế, Bắc đế Chân Võ đế quân, Đãng Ma 
... Huyền Vũ là linh vật thiêng liêng có tượng là hình con rắn quấn quanh con rùa, 
có ... Trong thiên văn, Nhị thập bát tú là 28 chòm sao lấy Sao Bắc Đẩu làm khởi ... 
Tên gọi của 28 chòm sao có liên quan tới Tứ tượng gồm: 7 sao Thanh Long ở ...",Chòm sao bắc đẩu còn có tên là gì?
Thảo luận:Bắc Đẩu thất tinh – Wikipedia tiếng Việt,"Vì có bài Sao Bắc Đẩu có nội dung bao trùm. ... Tôi có một câu hỏi vê cái tên ""Bắc 
Đẩu thất tinh"". ... Dipper (tiếng Anh) (mảng sao), khác với Polaris = sao alpha 
trong chòm Tiểu Hùng. Từ sao trong sao Bắc Đẩu có lẽ là cách gọi dân gian. ... 
đổi thành Bắc Đẩu (mảng sao) (mảng sao ~ asterism) nhưng rút lại ý định, do 
còn ...",Chòm sao bắc đẩu còn có tên là gì?
Carnival – Wikipedia tiếng Việt,"Carnival (hay Hội hóa trang, Hội giả trang, Carneval) (tiếng Đức: còn gọi là ... hay 
một buổi diễu hành kết hợp các yếu tố của loại hình xiếc, lễ hội đường phố công 
cộng. ... Tại các quốc gia châu Âu, buổi diễn hành chính với nhiều xe hoa ngoài 
... thì Carnival ở Rio de Janeiro, Brazil là carnival lớn nhất và là lễ hội nổi tiếng ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Brasil – Wikipedia tiếng Việt,"Không có sự phân cấp cụ thể nào về quyền lực giữa các thực thể chính trị này. 
Chính quyền ...... Carnaval là một lễ hội nổi tiếng của đất nước Brasil. Lễ hội diễn
 ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Trinidad và Tobago – Wikipedia tiếng Việt,"Trinidad và Tobago nổi tiếng về Lễ hội Carnival tiền-Lenten và là nơi ra đời của 
.... Tổng thống buộc phải chỉ định lãnh đạo của đảng nào mà ông cho là được 
nhiều .... Tiếng Anh là ngôn ngữ chính thức của quốc gia, nhưng tiếng Bhojpuri, ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Thành phố Québec – Wikipedia tiếng Việt,"Đây là nơi đặt Quốc hội Québec (Parlement du Québec) và cũng là một trong số 
... Khẩu hiệu của thành phố là Don de Dieu feray valoir (Tận dụng hiệu quả gia 
tài của ... Québec là thành phố nổi tiếng như lễ hội Carnaval mùa đông (
Carnaval ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Bolivia – Wikipedia tiếng Việt,"Tên chọn cho quốc gia là ""Bolivia"" để vinh danh nhà cách mạng Simón Bolívar, ... 
Nhận thấy tình hình mất trật tự công cộng và sự nổi lên của Hội đồng Nhân dân, 
...... Lễ hội nổi tiếng nhất trong số nhiều lễ hội tại quốc gia này là ""carnaval de ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Bánh vua – Wikipedia tiếng Việt,"Bánh vua, Bánh ba vua (hay là tiếng Anh: King cake, kingcake, kings' cake, king's 
... quốc gia khác, bánh hay được làm trong dịp lễ hội Mardi Gras/Carnival trước 
khi ... La Mã: người nào ăn được những hạt đậu sẽ được gọi là ""vua của buổi tiệc
"". .... từ các tác phẩm nghệ thuật nổi tiếng đến ngôi sao điện ảnh cổ điển và các ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Đến Đà Nẵng mùa DIFF 2019 để hòa mình vào lễ hội carnaval ...,"28 Tháng Năm 2019 ... Den Da Nang mua DIFF 2019 de hoa minh vao le hoi carnaval duong pho hinh ... 
về hướng sân khấu chính là quảng trường trước UBND thành phố Đà Nẵng cũ 
trên ... Như một cuộc du ngoạn tới 8 đất nước tham dự DIFF 2019, ... Trên nền 
nhạc sôi động của những bài hát nổi tiếng, bước chân du khách ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Quốc gia duy nhất tham dự đủ tất cả vòng chung kết World Cup ...,"30 Tháng Sáu 2018 ... Quốc gia nào tham dự đầy đủ 21 vòng chung kết World Cup? Uruguay; Brazil; 
Argentina ... Brazil còn được biết đến với biệt danh là xứ sở? Tango; Flamenco ... 
Tên gọi của một lễ hội nổi tiếng ở Brazil? Pamplona; Carnaval ... Thanh Điệp. 
Đội tuyển Brazil vũ điệu Samba sông Amazon Carnaval Sao Paulo ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Camille Saint-Saëns – Wikipedia tiếng Việt,"Các tác phẩm nổi tiếng của ông là Lễ hội muông thú, Vũ điệu thần chết, ... nhạc, 
độc tấu piano và đàn organ, giới thiệu các tác phẩm của mình tại nhiều quốc gia. 
... hai bản concerto cho cello và dàn nhạc, bản Lễ hội muông thú (""Le Carnaval ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
"Đúng, Uruguay nhỏ thứ hai ở Nam Mỹ dự World Cup 2018 ...","11 Tháng Sáu 2018 ... Môn thể thao vua này cùng thịt, trà mate và lễ hội carnival được coi là đặc biệt 
thiêng liêng ở quốc gia này. Bên cạnh đó, Uruguay còn nổi tiếng ...",Lễ hội Carnaval nổi tiếng là của quốc gia nào?
Hệ thống Định vị Toàn cầu – Wikipedia tiếng Việt,"Hệ thống Định vị Toàn cầu (tiếng Anh: Global Positioning System - GPS) là hệ 
thống xác định vị trí dựa trên vị trí của các vệ tinh nhân tạo, do Bộ Quốc phòng ...",Hệ thống định vị toàn cầu là gì?
Hệ thống định vị Galileo – Wikipedia tiếng Việt,"Hệ thống định vị Galileo là một hệ thống vệ tinh định vị toàn cầu (GNSS) được 
xây dựng bởi Liên minh châu Âu. Galileo khác với GPS của Hoa Kỳ và 
GLONASS ...",Hệ thống định vị toàn cầu là gì?
Hệ thống định vị Bắc Đẩu – Wikipedia tiếng Việt,"Thế hệ thứ hai của hệ thống, được gọi là Compass hay Bắc Đẩu 2, sẽ là một hệ 
thống định vị vệ tinh toàn cầu bao gồm 35 vệ tinh, vẫn còn đang được tạo dựng.",Hệ thống định vị toàn cầu là gì?
Hệ thống Định vị Toàn cầu vi sai – Wikipedia tiếng Việt,"Hệ thống Định vị Toàn cầu vi sai (DGPS) là một dạng nâng cao của Hệ thống 
Định vị Toàn cầu, trong đó sử dụng thêm một mạng lưới các trạm mặt đất cố định
 ...",Hệ thống định vị toàn cầu là gì?
GLONASS – Wikipedia tiếng Việt,"Hệ thống này được coi là đối trọng với Hệ thống định vị toàn cầu GPS của Mỹ. ... 
Các vệ tinh của hệ GLONASS liên tục phóng ra các tín hiệu định vị theo 2 ...",Hệ thống định vị toàn cầu là gì?
GNSS – Wikipedia tiếng Việt,"Hệ thống vệ tinh định vị toàn cầu (tiếng Anh: Global Navigation Satellite System - 
GNSS) là tên dùng chung cho các hệ thống định vị toàn cầu sử dụng vệ tinh ...",Hệ thống định vị toàn cầu là gì?
Thảo luận:Hệ thống Định vị Toàn cầu – Wikipedia tiếng Việt,"GPS là tên chung ""hệ thống định vị toàn cầu"", bao gồm rất nhiều hệ thống có từ 
những năm 196x chứ không phải hệ thống định vị toàn cầu của Mỹ. Hệ thống ...",Hệ thống định vị toàn cầu là gì?
Định vị (định hướng) – Wikipedia tiếng Việt,"Hệ thống định vị toàn cầu (GPS): là hệ thống xác định vị trí dựa trên vị trí của các 
vệ ... giá cao những gì mà doanh nghiệp đại diện so với các đối thủ cạnh tranh.",Hệ thống định vị toàn cầu là gì?
LORAN – Wikipedia tiếng Việt,"Nga sử dụng hệ thống tương tự trong cùng giải tần gọi là CHAIKA. LORAN sử 
đang ngày càng trở nên ít sử dụng mà thay vào đó là hệ thống định vị toàn cầu ...",Hệ thống định vị toàn cầu là gì?
Việt Nam phát triển bộ thu hệ thống định vị Bắc Đẩu - VnExpress,"29 Tháng Bảy 2013 ... Bắc Đẩu là hệ thống vệ tinh định vị có chức năng tương tự như hệ thống ... Vị trí 
của 26 vệ tinh định vị của tất cả các hệ thống định vị toàn cầu, ...",Hệ thống định vị toàn cầu là gì?
Kitô giáo – Wikipedia tiếng Việt,"Trải qua hai thiên niên kỷ, các bất đồng về thần học và giáo hội học đã hình ... 
Tính chung, Kitô giáo là tôn giáo lớn nhất thế giới với khoảng 2,3 tỉ tín hữu, ... có 
từ ""Cơ Đốc"" xuất phát từ chữ Nho (基督) và thường được tín hữu Tin Lành sử 
dụng. ... phục sinh, sự phán xét sau cùng và sự thiết lập Vương quốc của Thiên 
Chúa.",Thiên Chúa và Tin Lành là hai tôn giáo cùng xuất phát từ tôn giáo nào?
Các tôn giáo khởi nguồn từ Abraham – Wikipedia tiếng Việt,"Đến một mức độ nào đó, các tôn giáo khởi nguồn từ Abraham đều có nguồn gốc 
từ ... Kitô giáo xuất hiện vào thế kỷ thứ nhất như là một hình thức cải cách triệt để 
... giáo, Hồi giáo tự cho mình là sự tiếp nối và thay thế cho hai tôn giáo nói trên. ... 
Họ tin rằng Thiên Chúa của họ cũng là Thiên Chúa của Do Thái giáo và giáo lý ...",Thiên Chúa và Tin Lành là hai tôn giáo cùng xuất phát từ tôn giáo nào?
Giáo hội Công giáo Rôma – Wikipedia tiếng Việt,"Họ tôn kính bà vì tin rằng bà nhận được những đặc ân của Thiên Chúa mà 
không ... thủy từ thời Chúa Giêsu, vì vậy mới xuất hiện danh xưng ""Chính Thống 
giáo ... vực lãnh thổ của giáo hội trong lịch sử và văn hóa, với hai trung tâm là 
Rôma ..... cùng nào, sẽ được qui tụ quanh Chúa Giêsu và Đức Maria, các thiên 
thần và ...",Thiên Chúa và Tin Lành là hai tôn giáo cùng xuất phát từ tôn giáo nào?
